,Mo_4dz2
-71.6265,0.0
-71.6165,0.0
-71.6065,0.0
-71.59649999999999,0.0
-71.5865,0.0
-71.5765,0.0
-71.56649999999999,0.0
-71.5565,0.0
-71.5465,0.0
-71.53649999999999,0.0
-71.5265,0.0
-71.5165,0.0
-71.5065,0.0
-71.4965,0.0
-71.48649999999999,0.0
-71.4765,0.0
-71.4665,0.0
-71.45649999999999,0.0
-71.4465,0.0
-71.4365,0.0
-71.42649999999999,0.0
-71.4165,0.0
-71.4065,0.0
-71.39649999999999,0.0
-71.3865,0.0
-71.3765,0.0
-71.3665,0.0
-71.3565,0.0
-71.34649999999999,0.0
-71.3365,0.0
-71.3265,0.0
-71.31649999999999,0.0
-71.3065,0.0
-71.2965,0.0
-71.28649999999999,0.0
-71.2765,0.0
-71.2665,0.0
-71.2565,0.0
-71.2465,0.0
-71.23649999999999,0.0
-71.2265,0.0
-71.2165,0.0
-71.20649999999999,0.0
-71.1965,0.0
-71.1865,0.0
-71.17649999999999,0.0
-71.1665,0.0
-71.1565,0.0
-71.14649999999999,0.0
-71.1365,0.0
-71.1265,0.0
-71.1165,0.0
-71.1065,0.0
-71.09649999999999,0.0
-71.0865,0.0
-71.0765,0.0
-71.06649999999999,0.0
-71.0565,0.0
-71.0465,0.0
-71.03649999999999,0.0
-71.0265,0.0
-71.0165,0.0
-71.0065,0.0
-70.9965,0.0
-70.98649999999999,0.0
-70.9765,0.0
-70.9665,0.0
-70.95649999999999,0.0
-70.9465,0.0
-70.9365,0.0
-70.92649999999999,0.0
-70.9165,0.0
-70.9065,0.0
-70.89649999999999,0.0
-70.8865,0.0
-70.8765,0.0
-70.8665,0.0
-70.8565,0.0
-70.84649999999999,0.0
-70.8365,0.0
-70.8265,0.0
-70.81649999999999,0.0
-70.8065,0.0
-70.7965,0.0
-70.78649999999999,0.0
-70.7765,0.0
-70.7665,0.0
-70.7565,0.0
-70.7465,0.0
-70.73649999999999,0.0
-70.7265,0.0
-70.7165,0.0
-70.70649999999999,0.0
-70.6965,0.0
-70.6865,0.0
-70.67649999999999,0.0
-70.6665,0.0
-70.6565,0.0
-70.64649999999999,0.0
-70.6365,0.0
-70.6265,0.0
-70.6165,0.0
-70.6065,0.0
-70.59649999999999,0.0
-70.5865,0.0
-70.5765,0.0
-70.56649999999999,0.0
-70.5565,0.0
-70.5465,0.0
-70.53649999999999,0.0
-70.5265,0.0
-70.5165,0.0
-70.5065,0.0
-70.4965,0.0
-70.48649999999999,0.0
-70.4765,0.0
-70.4665,0.0
-70.45649999999999,0.0
-70.4465,0.0
-70.4365,0.0
-70.42649999999999,0.0
-70.4165,0.0
-70.4065,0.0
-70.39649999999999,0.0
-70.3865,0.0
-70.3765,0.0
-70.3665,0.0
-70.3565,0.0
-70.34649999999999,0.0
-70.3365,0.0
-70.3265,0.0
-70.31649999999999,0.0
-70.3065,0.0
-70.2965,0.0
-70.28649999999999,0.0
-70.2765,0.0
-70.2665,0.0
-70.2565,0.0
-70.2465,0.0
-70.23649999999999,0.0
-70.2265,0.0
-70.2165,0.0
-70.20649999999999,0.0
-70.1965,0.0
-70.1865,0.0
-70.17649999999999,0.0
-70.1665,0.0
-70.1565,0.0
-70.14649999999999,0.0
-70.1365,0.0
-70.1265,0.0
-70.1165,0.0
-70.1065,0.0
-70.09649999999999,0.0
-70.0865,0.0
-70.0765,0.0
-70.06649999999999,0.0
-70.0565,0.0
-70.0465,0.0
-70.03649999999999,0.0
-70.0265,0.0
-70.0165,0.0
-70.0065,0.0
-69.9965,0.0
-69.98649999999999,0.0
-69.9765,0.0
-69.9665,0.0
-69.95649999999999,0.0
-69.9465,0.0
-69.9365,0.0
-69.92649999999999,0.0
-69.9165,0.0
-69.9065,0.0
-69.89649999999999,0.0
-69.8865,0.0
-69.8765,0.0
-69.8665,0.0
-69.8565,0.0
-69.84649999999999,0.0
-69.8365,0.0
-69.8265,0.0
-69.81649999999999,0.0
-69.8065,0.0
-69.7965,0.0
-69.78649999999999,0.0
-69.7765,0.0
-69.7665,0.0
-69.7565,0.0
-69.7465,0.0
-69.73649999999999,0.0
-69.7265,0.0
-69.7165,0.0
-69.70649999999999,0.0
-69.6965,0.0
-69.6865,0.0
-69.67649999999999,0.0
-69.6665,0.0
-69.6565,0.0
-69.64649999999999,0.0
-69.6365,0.0
-69.6265,0.0
-69.6165,0.0
-69.6065,0.0
-69.59649999999999,0.0
-69.5865,0.0
-69.5765,0.0
-69.56649999999999,0.0
-69.5565,0.0
-69.5465,0.0
-69.53649999999999,0.0
-69.5265,0.0
-69.5165,0.0
-69.5065,0.0
-69.4965,0.0
-69.48649999999999,0.0
-69.4765,0.0
-69.4665,0.0
-69.45649999999999,0.0
-69.4465,0.0
-69.4365,0.0
-69.42649999999999,0.0
-69.4165,0.0
-69.4065,0.0
-69.39649999999999,0.0
-69.3865,0.0
-69.3765,0.0
-69.3665,0.0
-69.3565,0.0
-69.34649999999999,0.0
-69.3365,0.0
-69.3265,0.0
-69.31649999999999,0.0
-69.3065,0.0
-69.2965,0.0
-69.28649999999999,0.0
-69.2765,0.0
-69.2665,0.0
-69.2565,0.0
-69.2465,0.0
-69.23649999999999,0.0
-69.2265,0.0
-69.2165,0.0
-69.20649999999999,0.0
-69.1965,0.0
-69.1865,0.0
-69.17649999999999,0.0
-69.1665,0.0
-69.1565,0.0
-69.14649999999999,0.0
-69.1365,0.0
-69.1265,0.0
-69.1165,0.0
-69.1065,0.0
-69.09649999999999,0.0
-69.0865,0.0
-69.0765,0.0
-69.06649999999999,0.0
-69.0565,0.0
-69.0465,0.0
-69.03649999999999,0.0
-69.0265,0.0
-69.0165,0.0
-69.0065,0.0
-68.9965,0.0
-68.98649999999999,0.0
-68.9765,0.0
-68.9665,0.0
-68.95649999999999,0.0
-68.9465,0.0
-68.9365,0.0
-68.92649999999999,0.0
-68.9165,0.0
-68.9065,0.0
-68.89649999999999,0.0
-68.8865,0.0
-68.8765,0.0
-68.8665,0.0
-68.8565,0.0
-68.84649999999999,0.0
-68.8365,0.0
-68.8265,0.0
-68.81649999999999,0.0
-68.8065,0.0
-68.7965,0.0
-68.78649999999999,0.0
-68.7765,0.0
-68.7665,0.0
-68.7565,0.0
-68.7465,0.0
-68.73649999999999,0.0
-68.7265,0.0
-68.7165,0.0
-68.70649999999999,0.0
-68.6965,0.0
-68.6865,0.0
-68.67649999999999,0.0
-68.6665,0.0
-68.6565,0.0
-68.64649999999999,0.0
-68.6365,0.0
-68.6265,0.0
-68.6165,0.0
-68.6065,0.0
-68.59649999999999,0.0
-68.5865,0.0
-68.5765,0.0
-68.56649999999999,0.0
-68.5565,0.0
-68.5465,0.0
-68.53649999999999,0.0
-68.5265,0.0
-68.5165,0.0
-68.5065,0.0
-68.4965,0.0
-68.48649999999999,0.0
-68.4765,0.0
-68.4665,0.0
-68.45649999999999,0.0
-68.4465,0.0
-68.4365,0.0
-68.42649999999999,0.0
-68.4165,0.0
-68.4065,0.0
-68.39649999999999,0.0
-68.3865,0.0
-68.3765,0.0
-68.3665,0.0
-68.3565,0.0
-68.34649999999999,0.0
-68.3365,0.0
-68.3265,0.0
-68.31649999999999,0.0
-68.3065,0.0
-68.2965,0.0
-68.28649999999999,0.0
-68.2765,0.0
-68.2665,0.0
-68.2565,0.0
-68.2465,0.0
-68.23649999999999,0.0
-68.2265,0.0
-68.2165,0.0
-68.20649999999999,0.0
-68.1965,0.0
-68.1865,0.0
-68.17649999999999,0.0
-68.1665,0.0
-68.1565,0.0
-68.14649999999999,0.0
-68.1365,0.0
-68.1265,0.0
-68.1165,0.0
-68.1065,0.0
-68.09649999999999,0.0
-68.0865,0.0
-68.0765,0.0
-68.06649999999999,0.0
-68.0565,0.0
-68.0465,0.0
-68.03649999999999,0.0
-68.0265,0.0
-68.0165,0.0
-68.0065,0.0
-67.9965,0.0
-67.98649999999999,0.0
-67.9765,0.0
-67.9665,0.0
-67.95649999999999,0.0
-67.9465,0.0
-67.9365,0.0
-67.92649999999999,0.0
-67.9165,0.0
-67.9065,0.0
-67.89649999999999,0.0
-67.8865,0.0
-67.8765,0.0
-67.8665,0.0
-67.8565,0.0
-67.84649999999999,0.0
-67.8365,0.0
-67.8265,0.0
-67.81649999999999,0.0
-67.8065,0.0
-67.7965,0.0
-67.78649999999999,0.0
-67.7765,0.0
-67.7665,0.0
-67.7565,0.0
-67.7465,0.0
-67.73649999999999,0.0
-67.7265,0.0
-67.7165,0.0
-67.70649999999999,0.0
-67.6965,0.0
-67.6865,0.0
-67.67649999999999,0.0
-67.6665,0.0
-67.6565,0.0
-67.64649999999999,0.0
-67.6365,0.0
-67.6265,0.0
-67.6165,0.0
-67.6065,0.0
-67.59649999999999,0.0
-67.5865,0.0
-67.5765,0.0
-67.56649999999999,0.0
-67.5565,0.0
-67.5465,0.0
-67.53649999999999,0.0
-67.5265,0.0
-67.5165,0.0
-67.5065,0.0
-67.4965,0.0
-67.48649999999999,0.0
-67.4765,0.0
-67.4665,0.0
-67.45649999999999,0.0
-67.4465,0.0
-67.4365,0.0
-67.42649999999999,0.0
-67.4165,0.0
-67.4065,0.0
-67.39649999999999,0.0
-67.3865,0.0
-67.3765,0.0
-67.3665,0.0
-67.3565,0.0
-67.34649999999999,0.0
-67.3365,0.0
-67.3265,0.0
-67.31649999999999,0.0
-67.3065,0.0
-67.2965,0.0
-67.28649999999999,0.0
-67.2765,0.0
-67.2665,0.0
-67.2565,0.0
-67.2465,0.0
-67.23649999999999,0.0
-67.2265,0.0
-67.2165,0.0
-67.20649999999999,0.0
-67.1965,0.0
-67.1865,0.0
-67.17649999999999,0.0
-67.1665,0.0
-67.1565,0.0
-67.14649999999999,0.0
-67.1365,0.0
-67.1265,0.0
-67.1165,0.0
-67.1065,0.0
-67.09649999999999,0.0
-67.0865,0.0
-67.0765,0.0
-67.06649999999999,0.0
-67.0565,0.0
-67.0465,0.0
-67.03649999999999,0.0
-67.0265,0.0
-67.0165,0.0
-67.0065,0.0
-66.9965,0.0
-66.98649999999999,0.0
-66.9765,0.0
-66.9665,0.0
-66.95649999999999,0.0
-66.9465,0.0
-66.9365,0.0
-66.92649999999999,0.0
-66.9165,0.0
-66.9065,0.0
-66.89649999999999,0.0
-66.8865,0.0
-66.8765,0.0
-66.8665,0.0
-66.8565,0.0
-66.84649999999999,0.0
-66.8365,0.0
-66.8265,0.0
-66.81649999999999,0.0
-66.8065,0.0
-66.7965,0.0
-66.78649999999999,0.0
-66.7765,0.0
-66.7665,0.0
-66.7565,0.0
-66.7465,0.0
-66.73649999999999,0.0
-66.7265,0.0
-66.7165,0.0
-66.70649999999999,0.0
-66.6965,0.0
-66.6865,0.0
-66.67649999999999,0.0
-66.6665,0.0
-66.6565,0.0
-66.64649999999999,0.0
-66.6365,0.0
-66.6265,0.0
-66.6165,0.0
-66.6065,0.0
-66.59649999999999,0.0
-66.5865,0.0
-66.5765,0.0
-66.56649999999999,0.0
-66.5565,0.0
-66.5465,0.0
-66.53649999999999,0.0
-66.5265,0.0
-66.5165,0.0
-66.5065,0.0
-66.4965,0.0
-66.48649999999999,0.0
-66.4765,0.0
-66.4665,0.0
-66.45649999999999,0.0
-66.4465,0.0
-66.4365,0.0
-66.42649999999999,0.0
-66.4165,0.0
-66.4065,0.0
-66.39649999999999,0.0
-66.3865,0.0
-66.3765,0.0
-66.3665,0.0
-66.3565,0.0
-66.34649999999999,0.0
-66.3365,0.0
-66.3265,0.0
-66.31649999999999,0.0
-66.3065,0.0
-66.2965,0.0
-66.28649999999999,0.0
-66.2765,0.0
-66.2665,0.0
-66.2565,0.0
-66.2465,0.0
-66.23649999999999,0.0
-66.2265,0.0
-66.2165,0.0
-66.20649999999999,0.0
-66.1965,0.0
-66.1865,0.0
-66.17649999999999,0.0
-66.1665,0.0
-66.1565,0.0
-66.14649999999999,0.0
-66.1365,0.0
-66.1265,0.0
-66.1165,0.0
-66.1065,0.0
-66.09649999999999,0.0
-66.0865,0.0
-66.0765,0.0
-66.06649999999999,0.0
-66.0565,0.0
-66.0465,0.0
-66.03649999999999,0.0
-66.0265,0.0
-66.0165,0.0
-66.0065,0.0
-65.9965,0.0
-65.98649999999999,0.0
-65.9765,0.0
-65.9665,0.0
-65.95649999999999,0.0
-65.9465,0.0
-65.9365,0.0
-65.92649999999999,0.0
-65.9165,0.0
-65.9065,0.0
-65.89649999999999,0.0
-65.8865,0.0
-65.8765,0.0
-65.8665,0.0
-65.8565,0.0
-65.84649999999999,0.0
-65.8365,0.0
-65.8265,0.0
-65.81649999999999,0.0
-65.8065,0.0
-65.7965,0.0
-65.78649999999999,0.0
-65.7765,0.0
-65.7665,0.0
-65.7565,0.0
-65.7465,0.0
-65.73649999999999,0.0
-65.7265,0.0
-65.7165,0.0
-65.70649999999999,0.0
-65.6965,0.0
-65.6865,0.0
-65.67649999999999,0.0
-65.6665,0.0
-65.6565,0.0
-65.64649999999999,0.0
-65.6365,0.0
-65.6265,0.0
-65.6165,0.0
-65.6065,0.0
-65.59649999999999,0.0
-65.5865,0.0
-65.5765,0.0
-65.56649999999999,0.0
-65.5565,0.0
-65.5465,0.0
-65.53649999999999,0.0
-65.5265,0.0
-65.5165,0.0
-65.5065,0.0
-65.4965,0.0
-65.48649999999999,0.0
-65.4765,0.0
-65.4665,0.0
-65.45649999999999,0.0
-65.4465,0.0
-65.4365,0.0
-65.42649999999999,0.0
-65.4165,0.0
-65.4065,0.0
-65.39649999999999,0.0
-65.3865,0.0
-65.3765,0.0
-65.3665,0.0
-65.3565,0.0
-65.34649999999999,0.0
-65.3365,0.0
-65.3265,0.0
-65.31649999999999,0.0
-65.3065,0.0
-65.2965,0.0
-65.28649999999999,0.0
-65.2765,0.0
-65.2665,0.0
-65.2565,0.0
-65.2465,0.0
-65.23649999999999,0.0
-65.2265,0.0
-65.2165,0.0
-65.20649999999999,0.0
-65.1965,0.0
-65.1865,0.0
-65.17649999999999,0.0
-65.1665,0.0
-65.1565,0.0
-65.14649999999999,0.0
-65.1365,0.0
-65.1265,0.0
-65.1165,0.0
-65.1065,0.0
-65.09649999999999,0.0
-65.0865,0.0
-65.0765,0.0
-65.06649999999999,0.0
-65.0565,0.0
-65.0465,0.0
-65.03649999999999,0.0
-65.0265,0.0
-65.0165,0.0
-65.0065,0.0
-64.9965,0.0
-64.98649999999999,0.0
-64.9765,0.0
-64.9665,0.0
-64.95649999999999,0.0
-64.9465,0.0
-64.9365,0.0
-64.92649999999999,0.0
-64.9165,0.0
-64.9065,0.0
-64.89649999999999,0.0
-64.8865,0.0
-64.8765,0.0
-64.8665,0.0
-64.8565,0.0
-64.84649999999999,0.0
-64.8365,0.0
-64.8265,0.0
-64.81649999999999,0.0
-64.8065,0.0
-64.7965,0.0
-64.78649999999999,0.0
-64.7765,0.0
-64.7665,0.0
-64.7565,0.0
-64.7465,0.0
-64.73649999999999,0.0
-64.7265,0.0
-64.7165,0.0
-64.70649999999999,0.0
-64.6965,0.0
-64.6865,0.0
-64.67649999999999,0.0
-64.6665,0.0
-64.6565,0.0
-64.64649999999999,0.0
-64.6365,0.0
-64.6265,0.0
-64.6165,0.0
-64.6065,0.0
-64.59649999999999,0.0
-64.5865,0.0
-64.5765,0.0
-64.56649999999999,0.0
-64.5565,0.0
-64.5465,0.0
-64.53649999999999,0.0
-64.5265,0.0
-64.5165,0.0
-64.5065,0.0
-64.4965,0.0
-64.48649999999999,0.0
-64.4765,0.0
-64.4665,0.0
-64.45649999999999,0.0
-64.4465,0.0
-64.4365,0.0
-64.42649999999999,0.0
-64.4165,0.0
-64.4065,0.0
-64.39649999999999,0.0
-64.3865,0.0
-64.3765,0.0
-64.3665,0.0
-64.3565,0.0
-64.34649999999999,0.0
-64.3365,0.0
-64.3265,0.0
-64.31649999999999,0.0
-64.3065,0.0
-64.2965,0.0
-64.28649999999999,0.0
-64.2765,0.0
-64.2665,0.0
-64.2565,0.0
-64.2465,0.0
-64.23649999999999,0.0
-64.2265,0.0
-64.2165,0.0
-64.20649999999999,0.0
-64.1965,0.0
-64.1865,0.0
-64.17649999999999,0.0
-64.1665,0.0
-64.1565,0.0
-64.14649999999999,0.0
-64.1365,0.0
-64.1265,0.0
-64.1165,0.0
-64.1065,0.0
-64.09649999999999,0.0
-64.0865,0.0
-64.0765,0.0
-64.06649999999999,0.0
-64.0565,0.0
-64.0465,0.0
-64.03649999999999,0.0
-64.0265,0.0
-64.0165,0.0
-64.0065,0.0
-63.9965,0.0
-63.98649999999999,0.0
-63.9765,0.0
-63.966499999999996,0.0
-63.95649999999999,0.0
-63.9465,0.0
-63.936499999999995,0.0
-63.92649999999999,0.0
-63.9165,0.0
-63.906499999999994,0.0
-63.89649999999999,0.0
-63.8865,0.0
-63.87649999999999,0.0
-63.8665,0.0
-63.8565,0.0
-63.84649999999999,0.0
-63.8365,0.0
-63.826499999999996,0.0
-63.81649999999999,0.0
-63.8065,0.0
-63.796499999999995,0.0
-63.78649999999999,0.0
-63.7765,0.0
-63.76649999999999,0.0
-63.7565,0.0
-63.7465,0.0
-63.73649999999999,0.0
-63.7265,0.0
-63.716499999999996,0.0
-63.70649999999999,0.0
-63.6965,0.0
-63.686499999999995,0.0
-63.67649999999999,0.0
-63.6665,0.0
-63.656499999999994,0.0
-63.64649999999999,0.0
-63.6365,0.0
-63.62649999999999,0.0
-63.6165,0.0
-63.6065,0.0
-63.59649999999999,0.0
-63.5865,0.0
-63.576499999999996,0.0
-63.56649999999999,0.0
-63.5565,0.0
-63.546499999999995,0.0
-63.53649999999999,0.0
-63.5265,0.0
-63.51649999999999,0.0
-63.5065,0.0
-63.4965,0.0
-63.48649999999999,0.0
-63.4765,0.0
-63.466499999999996,0.0
-63.45649999999999,0.0
-63.4465,0.0
-63.436499999999995,0.0
-63.42649999999999,0.0
-63.4165,0.0
-63.406499999999994,0.0
-63.39649999999999,0.0
-63.3865,0.0
-63.37649999999999,0.0
-63.3665,0.0
-63.3565,0.0
-63.34649999999999,0.0
-63.3365,0.0
-63.326499999999996,0.0
-63.31649999999999,0.0
-63.3065,0.0
-63.296499999999995,0.0
-63.28649999999999,0.0
-63.2765,0.0
-63.26649999999999,0.0
-63.2565,0.0
-63.2465,0.0
-63.23649999999999,0.0
-63.2265,0.0
-63.216499999999996,0.0
-63.20649999999999,0.0
-63.1965,0.0
-63.186499999999995,0.0
-63.17649999999999,0.0
-63.1665,0.0
-63.156499999999994,0.0
-63.14649999999999,0.0
-63.1365,0.0
-63.12649999999999,0.0
-63.1165,0.0
-63.1065,0.0
-63.09649999999999,0.0
-63.0865,0.0
-63.076499999999996,0.0
-63.06649999999999,0.0
-63.0565,0.0
-63.046499999999995,0.0
-63.03649999999999,0.0
-63.0265,0.0
-63.01649999999999,0.0
-63.0065,0.0
-62.9965,0.0
-62.98649999999999,0.0
-62.9765,0.0
-62.966499999999996,0.0
-62.95649999999999,0.0
-62.9465,0.0
-62.936499999999995,0.0
-62.92649999999999,0.0
-62.9165,0.0
-62.906499999999994,0.0
-62.89649999999999,0.0
-62.8865,0.0
-62.87649999999999,0.0
-62.8665,0.0
-62.8565,0.0
-62.84649999999999,0.0
-62.8365,0.0
-62.826499999999996,0.0
-62.81649999999999,0.0
-62.8065,0.0
-62.796499999999995,0.0
-62.78649999999999,0.0
-62.7765,0.0
-62.76649999999999,0.0
-62.7565,0.0
-62.7465,0.0
-62.73649999999999,0.0
-62.7265,0.0
-62.716499999999996,0.0
-62.70649999999999,0.0
-62.6965,0.0
-62.686499999999995,0.0
-62.67649999999999,0.0
-62.6665,0.0
-62.656499999999994,3.8017399999999997e-13
-62.64649999999999,1.0100699999999998e-12
-62.6365,2.2434000000000007e-12
-62.62649999999999,4.648599999999999e-12
-62.6165,9.8425e-12
-62.6065,1.9889000000000013e-11
-62.59649999999999,3.971999999999999e-11
-62.5865,7.857300000000002e-11
-62.576499999999996,1.5342999999999998e-10
-62.56649999999999,2.968300000000001e-10
-62.5565,5.670999999999997e-10
-62.546499999999995,1.0762300000000005e-09
-62.53649999999999,2.0128999999999995e-09
-62.5265,3.731500000000003e-09
-62.51649999999999,6.8371999999999945e-09
-62.5065,1.2421e-08
-62.4965,2.2280999999999993e-08
-62.48649999999999,3.9548999999999986e-08
-62.4765,6.934999999999996e-08
-62.466499999999996,1.2077999999999995e-07
-62.45649999999999,2.0778000000000016e-07
-62.4465,3.533999999999997e-07
-62.436499999999995,5.949e-07
-62.42649999999999,9.916e-07
-62.4165,1.633700000000001e-06
-62.406499999999994,2.664900000000002e-06
-62.39649999999999,4.299200000000003e-06
-62.3865,6.869600000000002e-06
-62.37649999999999,1.0844000000000003e-05
-62.3665,1.6940999999999996e-05
-62.3565,2.6202999999999976e-05
-62.34649999999999,4.0081000000000005e-05
-62.3365,6.061099999999994e-05
-62.326499999999996,9.099100000000005e-05
-62.31649999999999,0.00013485999999999994
-62.3065,0.00019761000000000005
-62.296499999999995,0.0002868499999999999
-62.28649999999999,0.00041182000000000024
-62.2765,0.0005850499999999998
-62.26649999999999,0.0008226500000000001
-62.2565,0.0011449999999999998
-62.2465,0.0015742000000000015
-62.23649999999999,0.0021455999999999997
-62.2265,0.002890600000000002
-62.216499999999996,0.003856000000000001
-62.20649999999999,0.005088899999999997
-62.1965,0.006643700000000002
-62.186499999999995,0.008576899999999998
-62.17649999999999,0.010972999999999997
-62.1665,0.013894
-62.156499999999994,0.017380000000000003
-62.14649999999999,0.021547999999999998
-62.1365,0.026409999999999982
-62.12649999999999,0.03205800000000001
-62.1165,0.03846900000000001
-62.1065,0.045705
-62.09649999999999,0.053763999999999965
-62.0865,0.06254499999999998
-62.076499999999996,0.07204799999999999
-62.06649999999999,0.08205999999999998
-62.0565,0.0926
-62.046499999999995,0.10335000000000007
-62.03649999999999,0.11404999999999996
-62.0265,0.12454000000000004
-62.01649999999999,0.13479999999999998
-62.0065,0.1442
-61.9965,0.1527299999999999
-61.98649999999999,0.16003999999999982
-61.9765,0.16612999999999983
-61.966499999999996,0.17045
-61.95649999999999,0.17324000000000003
-61.9465,0.17410000000000006
-61.936499999999995,0.17332999999999993
-61.92649999999999,0.17079999999999987
-61.9165,0.16639
-61.906499999999994,0.16047000000000003
-61.89649999999999,0.15318000000000004
-61.8865,0.14487
-61.87649999999999,0.13549
-61.8665,0.12544999999999995
-61.8565,0.11475000000000002
-61.84649999999999,0.10405999999999999
-61.8365,0.09349999999999997
-61.826499999999996,0.0829
-61.81649999999999,0.07292999999999997
-61.8065,0.06351899999999998
-61.796499999999995,0.05467300000000007
-61.78649999999999,0.04657999999999998
-61.7765,0.03929999999999998
-61.76649999999999,0.03280799999999998
-61.7565,0.027112999999999998
-61.7465,0.022158999999999998
-61.73649999999999,0.017947000000000005
-61.7265,0.014377000000000011
-61.716499999999996,0.011390999999999995
-61.70649999999999,0.00895
-61.6965,0.0069465000000000065
-61.686499999999995,0.005341899999999999
-61.67649999999999,0.004066899999999999
-61.6665,0.0030634000000000004
-61.656499999999994,0.002283700000000001
-61.64649999999999,0.0016859999999999987
-61.6365,0.001231
-61.62649999999999,0.0008880999999999996
-61.6165,0.0006361600000000001
-61.6065,0.0004508999999999999
-61.59649999999999,0.0003158199999999998
-61.5865,0.00021910000000000007
-61.576499999999996,0.00015049
-61.56649999999999,0.00010222999999999999
-61.5565,6.878699999999999e-05
-61.546499999999995,4.5810000000000004e-05
-61.53649999999999,3.0175999999999997e-05
-61.5265,1.9679999999999998e-05
-61.51649999999999,1.2697e-05
-61.5065,8.122599999999999e-06
-61.4965,5.1349e-06
-61.48649999999999,3.213399999999999e-06
-61.4765,1.9909000000000003e-06
-61.466499999999996,1.2207999999999996e-06
-61.45649999999999,7.404899999999996e-07
-61.4465,4.448100000000002e-07
-61.436499999999995,2.643599999999999e-07
-61.42649999999999,1.5551999999999998e-07
-61.4165,9.060000000000004e-08
-61.406499999999994,5.2224e-08
-61.39649999999999,2.9808e-08
-61.3865,1.6826000000000005e-08
-61.37649999999999,9.396399999999999e-09
-61.3665,5.2003999999999995e-09
-61.3565,2.846499999999999e-09
-61.34649999999999,1.5413000000000009e-09
-61.3365,8.266499999999999e-10
-61.326499999999996,4.388099999999998e-10
-61.31649999999999,2.3041999999999991e-10
-61.3065,1.1985000000000008e-10
-61.296499999999995,6.1593e-11
-61.28649999999999,3.136400000000001e-11
-61.2765,1.5807999999999994e-11
-61.26649999999999,7.6829e-12
-61.2565,3.684900000000003e-12
-61.2465,1.7506000000000008e-12
-61.23649999999999,8.362300000000002e-13
-61.2265,2.293174944976277e-13
-61.216499999999996,9.93783658825903e-14
-61.20649999999999,4.746560610423769e-14
-61.1965,0.0
-61.186499999999995,0.0
-61.17649999999999,0.0
-61.1665,0.0
-61.156499999999994,0.0
-61.14649999999999,0.0
-61.1365,0.0
-61.12649999999999,0.0
-61.1165,0.0
-61.1065,0.0
-61.09649999999999,0.0
-61.0865,0.0
-61.076499999999996,0.0
-61.06649999999999,0.0
-61.0565,0.0
-61.046499999999995,0.0
-61.03649999999999,0.0
-61.0265,0.0
-61.01649999999999,0.0
-61.0065,0.0
-60.9965,0.0
-60.98649999999999,0.0
-60.9765,0.0
-60.966499999999996,0.0
-60.95649999999999,0.0
-60.9465,0.0
-60.936499999999995,0.0
-60.92649999999999,0.0
-60.9165,0.0
-60.906499999999994,0.0
-60.89649999999999,0.0
-60.8865,0.0
-60.87649999999999,0.0
-60.8665,0.0
-60.8565,0.0
-60.84649999999999,0.0
-60.8365,0.0
-60.826499999999996,0.0
-60.81649999999999,0.0
-60.8065,0.0
-60.796499999999995,0.0
-60.78649999999999,0.0
-60.7765,0.0
-60.76649999999999,0.0
-60.7565,0.0
-60.7465,0.0
-60.73649999999999,0.0
-60.7265,0.0
-60.716499999999996,0.0
-60.70649999999999,0.0
-60.6965,0.0
-60.686499999999995,0.0
-60.67649999999999,0.0
-60.6665,0.0
-60.656499999999994,0.0
-60.64649999999999,0.0
-60.6365,0.0
-60.62649999999999,0.0
-60.6165,0.0
-60.6065,0.0
-60.59649999999999,0.0
-60.5865,0.0
-60.576499999999996,0.0
-60.56649999999999,0.0
-60.5565,0.0
-60.546499999999995,0.0
-60.53649999999999,0.0
-60.5265,0.0
-60.51649999999999,0.0
-60.5065,0.0
-60.4965,0.0
-60.48649999999999,0.0
-60.4765,0.0
-60.466499999999996,0.0
-60.45649999999999,0.0
-60.4465,0.0
-60.436499999999995,0.0
-60.42649999999999,0.0
-60.4165,0.0
-60.406499999999994,0.0
-60.39649999999999,0.0
-60.3865,0.0
-60.37649999999999,0.0
-60.3665,0.0
-60.3565,0.0
-60.34649999999999,0.0
-60.3365,0.0
-60.326499999999996,0.0
-60.31649999999999,0.0
-60.3065,0.0
-60.296499999999995,0.0
-60.28649999999999,0.0
-60.2765,0.0
-60.26649999999999,0.0
-60.2565,0.0
-60.2465,0.0
-60.23649999999999,0.0
-60.2265,0.0
-60.216499999999996,0.0
-60.20649999999999,0.0
-60.1965,0.0
-60.186499999999995,0.0
-60.17649999999999,0.0
-60.1665,0.0
-60.156499999999994,0.0
-60.14649999999999,0.0
-60.1365,0.0
-60.12649999999999,0.0
-60.1165,0.0
-60.1065,0.0
-60.09649999999999,0.0
-60.0865,0.0
-60.076499999999996,0.0
-60.06649999999999,0.0
-60.0565,0.0
-60.046499999999995,0.0
-60.03649999999999,0.0
-60.0265,0.0
-60.01649999999999,0.0
-60.0065,0.0
-59.9965,0.0
-59.98649999999999,0.0
-59.9765,0.0
-59.966499999999996,0.0
-59.95649999999999,0.0
-59.9465,0.0
-59.936499999999995,0.0
-59.92649999999999,0.0
-59.9165,0.0
-59.906499999999994,0.0
-59.89649999999999,0.0
-59.8865,0.0
-59.87649999999999,0.0
-59.8665,0.0
-59.8565,0.0
-59.84649999999999,0.0
-59.8365,0.0
-59.826499999999996,0.0
